"Agent_ID","Cluster","Team_Size","Sprint_Length_Weeks","Commit_Frequency_Per_Day","Security_Debt","Vulnerabilities_Open","Automated_Scan_Coverage"
578,"Cluster 2",28,2,8,46.66,22,65
579,"Cluster 1",6,1,18,17.47,10,81
580,"Cluster 1",6,1,16,14.24,6,86
581,"Cluster 3",49,2,2,80.87,33,37
582,"Cluster 3",49,2,2,70.59,31,46
583,"Cluster 3",54,2,5,76.47,33,38
584,"Cluster 2",25,1,8,36.42,15,74
585,"Cluster 3",54,1,4,66.16,28,46
586,"Cluster 2",27,2,8,36.51,15,72
587,"Cluster 2",30,1,3,54.25,26,55
588,"Cluster 1",10,2,16,6.7,7,97
589,"Cluster 3",49,1,4,68.85,32,45
590,"Cluster 1",12,2,18,17.22,9,83
591,"Cluster 1",13,2,16,26.69,11,87
592,"Cluster 2",22,2,11,51.83,25,61
593,"Cluster 3",52,3,1,82.16,36,26
594,"Cluster 2",31,1,7,41.57,18,60
595,"Cluster 2",24,4,7,45.37,21,55
596,"Cluster 3",50,2,1,82.07,33,44
597,"Cluster 1",4,1,13,15.18,7,84
598,"Cluster 2",26,3,8,41.13,21,68
599,"Cluster 3",44,4,4,71.78,33,37
600,"Cluster 2",24,2,7,44.51,19,74
601,"Cluster 2",29,2,4,36.56,15,73
602,"Cluster 1",10,2,15,26.78,16,86
603,"Cluster 2",24,2,7,43.3,21,54
604,"Cluster 2",27,2,9,49.33,23,61
605,"Cluster 2",21,3,6,47.16,21,58
606,"Cluster 3",44,2,1,76.04,32,43
607,"Cluster 2",31,2,10,43.42,22,74
608,"Cluster 3",50,2,4,70.32,32,44
609,"Cluster 2",25,2,7,52.01,23,59
610,"Cluster 2",28,3,11,56.37,27,45
611,"Cluster 1",13,2,14,24.52,10,74
612,"Cluster 2",25,2,4,45.54,20,64
613,"Cluster 2",22,2,10,43.2,21,66
614,"Cluster 3",52,3,5,68.25,30,52
615,"Cluster 1",9,1,16,11.21,9,100
616,"Cluster 3",55,1,1,72.21,30,52
617,"Cluster 3",46,4,6,70.32,29,45
618,"Cluster 3",45,4,5,71.74,29,43
619,"Cluster 3",48,2,3,76.83,32,41
620,"Cluster 2",29,2,9,45.08,23,66
621,"Cluster 3",49,2,3,82.19,36,37
622,"Cluster 3",53,3,1,74.55,32,37
623,"Cluster 3",49,2,1,84.71,35,28
624,"Cluster 2",21,1,11,51.62,24,57
625,"Cluster 2",24,1,7,41.59,17,71
626,"Cluster 2",24,2,3,46.91,20,58
627,"Cluster 2",28,3,4,52.11,22,55
628,"Cluster 3",50,2,4,80.39,34,37
629,"Cluster 2",24,1,5,52.51,23,65
630,"Cluster 2",17,2,7,48.89,21,60
631,"Cluster 3",52,2,4,80.57,34,33
632,"Cluster 3",50,2,3,73.64,34,44
633,"Cluster 1",7,1,16,11.09,7,96
634,"Cluster 1",12,2,16,21.32,12,77
635,"Cluster 2",21,3,9,45.27,22,71
636,"Cluster 2",26,1,7,44.23,19,64
637,"Cluster 3",49,2,1,70.94,33,51
638,"Cluster 3",51,2,1,72.42,30,40
639,"Cluster 3",50,2,5,73.76,33,40
640,"Cluster 1",17,2,15,26.52,13,85
641,"Cluster 1",7,2,17,19.71,10,82
642,"Cluster 3",51,2,3,75.84,31,41
643,"Cluster 3",51,3,2,82.77,33,26
644,"Cluster 2",23,1,9,36.88,18,64
645,"Cluster 2",25,2,9,39.52,19,73
646,"Cluster 1",10,2,15,13.78,10,87
647,"Cluster 1",6,2,15,16.49,11,88
648,"Cluster 2",29,2,6,49.69,23,58
649,"Cluster 2",27,2,6,44.76,23,67
650,"Cluster 1",7,1,15,22.98,11,87
651,"Cluster 3",46,2,4,81.13,34,35
652,"Cluster 3",51,3,1,78.96,36,30
653,"Cluster 1",4,2,12,25.73,15,73
654,"Cluster 1",5,1,16,17.35,10,83
655,"Cluster 1",10,2,15,19.41,8,86
656,"Cluster 3",47,2,2,77.27,36,42
657,"Cluster 3",49,1,1,69.09,28,33
658,"Cluster 2",24,2,5,46.09,21,66
659,"Cluster 1",5,2,19,14.68,9,83
660,"Cluster 2",22,2,8,42.39,21,67
661,"Cluster 3",52,2,4,77.02,34,38
662,"Cluster 3",52,2,3,75.33,34,41
663,"Cluster 2",25,2,8,38.4,20,76
664,"Cluster 1",8,2,11,20.91,12,79
665,"Cluster 2",29,1,8,44.09,18,62
666,"Cluster 2",26,1,9,54.04,26,53
667,"Cluster 3",51,2,2,76.76,32,48
668,"Cluster 2",22,1,6,48.32,19,56
669,"Cluster 1",12,3,15,12.39,6,89
670,"Cluster 2",25,4,12,53.43,23,55
671,"Cluster 2",22,3,9,48.91,21,62
672,"Cluster 1",10,1,15,29.08,13,79
673,"Cluster 2",25,2,7,41.79,19,73
674,"Cluster 2",20,3,7,41.46,19,67
675,"Cluster 1",13,1,18,18.23,8,88
676,"Cluster 1",13,2,15,11.11,8,87
677,"Cluster 3",50,2,3,70.67,32,45
678,"Cluster 2",23,2,4,50.64,25,58
679,"Cluster 1",13,1,14,10.52,4,95
680,"Cluster 1",11,3,12,21.73,13,84
681,"Cluster 1",5,1,17,18.96,10,82
682,"Cluster 1",13,3,16,17.62,11,88
683,"Cluster 3",48,2,6,79.92,35,35
684,"Cluster 3",53,2,1,69.89,29,49
685,"Cluster 3",46,2,5,73.51,32,44
686,"Cluster 1",15,1,16,25.4,11,74
687,"Cluster 1",13,2,16,23.25,11,75
688,"Cluster 2",25,2,7,52.53,24,67
689,"Cluster 1",8,4,16,26.84,16,78
690,"Cluster 2",24,1,12,55.39,27,57
691,"Cluster 2",27,2,9,40.96,19,66
692,"Cluster 1",12,1,17,15.42,8,95
693,"Cluster 1",16,3,16,16.55,8,88
694,"Cluster 2",23,4,11,39.01,19,64
695,"Cluster 2",25,2,8,35.59,16,71
696,"Cluster 1",19,4,16,11.61,6,88
697,"Cluster 2",23,2,11,45.29,23,59
698,"Cluster 2",25,3,5,32.89,15,76
699,"Cluster 1",3,2,10,23.71,11,83
700,"Cluster 2",21,2,10,52.6,25,64
701,"Cluster 3",51,2,4,78.9,33,27
702,"Cluster 2",32,2,9,46.39,21,69
703,"Cluster 2",31,2,4,54.17,24,57
704,"Cluster 3",52,2,1,71.74,31,38
705,"Cluster 2",31,2,9,34.05,14,70
706,"Cluster 1",14,2,12,26.73,14,79
707,"Cluster 1",7,2,13,22.43,9,80
708,"Cluster 2",21,2,7,51.52,21,66
709,"Cluster 2",31,3,9,44.68,21,63
710,"Cluster 1",7,2,12,25.97,12,77
711,"Cluster 1",8,3,14,3.48,4,95
712,"Cluster 1",8,2,13,16,9,90
713,"Cluster 1",14,2,16,10.6,9,93
714,"Cluster 1",7,1,13,20.27,9,79
715,"Cluster 1",10,3,16,7.24,5,98
716,"Cluster 2",28,2,8,36.86,17,74
717,"Cluster 2",24,3,11,43.78,22,56
718,"Cluster 2",24,2,14,39.05,17,75
719,"Cluster 3",50,2,4,75.65,33,44
720,"Cluster 2",27,2,7,34.89,18,70
721,"Cluster 1",13,1,13,28.92,12,71
722,"Cluster 1",8,2,15,21.79,9,76
723,"Cluster 1",9,2,16,20.31,8,87
724,"Cluster 3",47,2,4,71.72,31,39
725,"Cluster 1",10,2,17,20.21,9,75
726,"Cluster 3",48,1,1,71.22,33,56
727,"Cluster 3",52,3,4,74.07,32,39
728,"Cluster 1",12,2,15,23.37,11,85
729,"Cluster 3",50,1,2,72.96,31,41
730,"Cluster 2",24,2,6,46.06,22,70
731,"Cluster 1",7,2,13,21.89,9,84
732,"Cluster 3",47,2,3,78.57,32,38
733,"Cluster 1",10,2,12,14.96,8,83
734,"Cluster 3",50,1,1,65.11,30,53
735,"Cluster 2",26,3,7,39.03,19,71
736,"Cluster 2",27,3,9,50.98,21,54
737,"Cluster 3",51,3,3,72.96,30,44
738,"Cluster 3",48,2,1,72.9,31,39
739,"Cluster 2",27,1,9,42.04,21,64
740,"Cluster 2",29,2,7,45.16,21,59
741,"Cluster 3",52,2,6,69.63,28,39
742,"Cluster 2",24,2,11,40.8,19,69
743,"Cluster 2",27,1,10,45.92,22,67
744,"Cluster 1",6,2,11,13.24,10,97
745,"Cluster 2",22,2,9,46.89,21,61
746,"Cluster 1",8,3,15,16.18,7,83
747,"Cluster 3",50,2,5,75.6,30,43
748,"Cluster 2",21,2,8,49.31,20,49
749,"Cluster 1",9,2,16,24.01,14,81
750,"Cluster 3",50,2,3,70.49,29,40
751,"Cluster 2",26,1,9,46.86,21,65
752,"Cluster 2",26,2,9,44.43,20,68
753,"Cluster 2",23,2,7,59.03,25,60
754,"Cluster 2",23,3,8,48.56,24,57
755,"Cluster 1",6,2,13,26.39,11,83
756,"Cluster 1",10,2,16,33.67,18,70
757,"Cluster 1",15,1,16,12.71,6,87
758,"Cluster 3",55,1,3,70.51,29,55
759,"Cluster 2",27,2,7,55.39,22,60
760,"Cluster 2",20,2,9,36.95,16,75
761,"Cluster 1",14,1,16,25.48,14,80
762,"Cluster 2",30,2,10,45.31,21,64
763,"Cluster 1",4,2,12,20.83,13,82
764,"Cluster 1",13,2,14,16.15,8,90
765,"Cluster 1",13,2,18,18.64,9,80
766,"Cluster 2",26,2,5,49.12,22,61
767,"Cluster 2",26,1,5,30.93,15,80
768,"Cluster 1",9,2,14,27.2,12,85
769,"Cluster 1",10,2,13,20.16,12,81
770,"Cluster 1",5,2,15,14.18,8,94
771,"Cluster 3",50,4,5,74.24,32,40
772,"Cluster 3",54,2,3,77.92,33,33
773,"Cluster 1",8,2,13,13.34,8,94
774,"Cluster 3",47,1,3,75.71,31,40
775,"Cluster 2",24,3,10,41.49,21,67
776,"Cluster 2",35,2,14,44.98,19,56
777,"Cluster 2",21,4,11,39.77,19,70
778,"Cluster 1",11,2,14,16.78,7,82
779,"Cluster 1",8,1,16,16.26,7,95
780,"Cluster 3",43,2,2,77.97,35,29
781,"Cluster 2",25,2,9,40.34,17,85
782,"Cluster 3",48,2,1,73.31,33,52
783,"Cluster 2",24,3,6,48.66,23,63
784,"Cluster 1",8,1,14,21.38,11,79
785,"Cluster 3",51,1,6,84.5,37,34
786,"Cluster 1",11,1,16,25.39,12,83
787,"Cluster 2",26,3,8,49.32,20,58
788,"Cluster 2",26,3,6,45.19,19,58
789,"Cluster 2",29,3,6,38.59,18,69
790,"Cluster 3",44,2,1,84.02,34,25
791,"Cluster 3",48,2,2,75.53,35,39
792,"Cluster 1",11,2,11,14.87,6,79
793,"Cluster 2",27,2,6,56.22,25,51
794,"Cluster 1",12,1,16,20.19,12,85
795,"Cluster 3",51,2,3,68.02,31,39
796,"Cluster 1",6,2,12,25.63,12,84
797,"Cluster 2",26,2,9,48.91,21,50
798,"Cluster 2",23,4,7,36.73,15,71
799,"Cluster 2",23,2,9,50.33,22,59
800,"Cluster 2",25,2,9,44.57,23,61
801,"Cluster 1",13,2,18,15.81,8,91
802,"Cluster 2",29,1,8,52.33,24,47
803,"Cluster 2",26,2,9,44.34,18,71
804,"Cluster 2",24,1,8,49.4,23,54
805,"Cluster 2",27,2,9,42.66,18,69
806,"Cluster 3",59,2,5,84.24,35,34
807,"Cluster 1",10,2,15,8.09,7,93
808,"Cluster 1",8,3,19,23.91,14,84
809,"Cluster 1",10,3,17,20.45,12,81
810,"Cluster 1",13,3,13,12.9,9,90
811,"Cluster 2",25,2,8,50.87,21,60
812,"Cluster 1",5,2,15,17.17,9,87
813,"Cluster 2",23,2,7,51.68,22,60
814,"Cluster 3",50,2,3,75.24,31,38
815,"Cluster 3",52,2,1,84.76,35,37
816,"Cluster 2",21,1,7,52,24,66
817,"Cluster 2",28,2,4,52.29,23,61
818,"Cluster 2",22,2,11,41.69,21,67
819,"Cluster 1",9,2,11,10.41,7,93
820,"Cluster 1",6,1,18,9.15,8,95
821,"Cluster 1",13,3,13,23.33,10,75
822,"Cluster 2",24,1,9,47,21,67
823,"Cluster 1",8,1,13,12.28,6,88
824,"Cluster 3",51,3,2,82.1,36,31
825,"Cluster 1",12,3,13,20.2,12,87
826,"Cluster 2",22,2,13,45.23,22,63
827,"Cluster 1",14,2,20,13.32,5,87
828,"Cluster 2",25,1,14,51.45,26,62
829,"Cluster 2",21,2,3,45.85,20,71
830,"Cluster 1",9,2,15,19.65,8,85
831,"Cluster 2",20,1,7,42.11,20,67
832,"Cluster 3",48,2,5,80.09,34,37
833,"Cluster 1",8,3,16,16.35,11,89
834,"Cluster 1",8,2,17,26.78,15,80
835,"Cluster 1",7,3,16,28.8,14,79
836,"Cluster 1",10,2,13,24.5,14,77
837,"Cluster 1",11,3,14,17.52,8,83
838,"Cluster 1",13,2,14,15.36,7,86
839,"Cluster 2",22,1,10,47.68,23,70
840,"Cluster 2",20,1,9,40.49,19,69
841,"Cluster 3",55,2,1,85.05,37,25
842,"Cluster 1",7,2,16,21.49,13,84
843,"Cluster 1",8,2,15,21.5,12,78
844,"Cluster 2",24,2,7,47.95,20,56
845,"Cluster 1",9,2,14,19.85,11,79
846,"Cluster 2",27,1,7,58.26,28,61
847,"Cluster 3",49,2,4,72.67,33,41
848,"Cluster 2",23,2,9,39.19,18,79
849,"Cluster 2",16,2,6,48.87,23,55
850,"Cluster 2",27,2,9,53.13,24,66
851,"Cluster 2",25,2,8,46.07,21,64
852,"Cluster 1",7,2,16,26.92,14,83
853,"Cluster 3",46,1,3,81.51,34,33
854,"Cluster 1",8,3,17,16.72,9,94
855,"Cluster 1",10,2,18,15.46,9,87
856,"Cluster 1",12,1,12,13.03,8,98
857,"Cluster 3",48,3,1,70.88,30,40
858,"Cluster 2",22,2,7,40.18,18,71
859,"Cluster 2",26,1,7,47.85,24,47
860,"Cluster 3",53,1,2,76.2,35,33
861,"Cluster 1",8,2,12,20.66,12,83
862,"Cluster 2",24,2,10,37.24,16,63
863,"Cluster 1",8,1,15,29.3,13,75
864,"Cluster 1",11,3,16,23.8,10,77
865,"Cluster 1",10,2,17,22.48,9,85
866,"Cluster 2",23,2,10,42.95,18,67
867,"Cluster 2",28,2,9,42.93,22,67
868,"Cluster 2",25,2,5,44.83,19,60
869,"Cluster 1",9,2,14,26.15,14,80
870,"Cluster 1",9,2,15,24.84,15,76
871,"Cluster 2",24,3,9,41.12,20,65
872,"Cluster 2",18,3,6,39.93,21,69
873,"Cluster 3",55,1,1,77.41,35,34
874,"Cluster 1",10,2,15,19.39,10,94
875,"Cluster 3",55,3,3,69.66,31,50
876,"Cluster 1",7,2,14,28.46,15,78
877,"Cluster 2",19,2,4,44.2,20,66
878,"Cluster 1",11,2,16,25.85,14,75
879,"Cluster 3",52,2,5,83.71,35,33
880,"Cluster 1",15,2,17,5.05,4,90
881,"Cluster 2",28,2,9,39.12,20,69
882,"Cluster 3",44,2,2,75.97,34,33
883,"Cluster 1",7,1,17,14.93,8,89
884,"Cluster 2",30,2,10,54.67,25,63
885,"Cluster 1",9,2,15,18.54,9,83
886,"Cluster 3",52,2,2,72.11,31,39
887,"Cluster 1",10,1,14,19.42,12,75
888,"Cluster 2",26,4,10,50.41,25,56
889,"Cluster 2",22,3,5,46.96,23,57
890,"Cluster 2",26,1,3,42.97,18,60
891,"Cluster 1",13,2,15,5.29,5,100
892,"Cluster 3",48,2,2,80.61,33,43
893,"Cluster 1",8,3,17,30.91,17,64
894,"Cluster 1",9,3,17,11.2,5,88
895,"Cluster 3",48,3,5,65.27,28,39
896,"Cluster 3",45,1,6,81.86,35,36
897,"Cluster 2",23,4,7,47.03,21,60
898,"Cluster 2",16,1,5,48,21,54
899,"Cluster 2",24,2,8,47.34,24,55
900,"Cluster 3",47,3,3,84.75,34,33
901,"Cluster 3",49,3,1,81.77,37,39
902,"Cluster 1",11,2,15,23.45,11,80
903,"Cluster 3",48,2,4,82.43,35,28
904,"Cluster 1",11,4,13,13.96,8,82
905,"Cluster 1",7,2,14,16.52,11,86
906,"Cluster 1",7,3,15,28.05,12,71
907,"Cluster 3",50,2,3,78.27,32,32
908,"Cluster 3",48,1,1,72.57,34,51
909,"Cluster 3",54,1,3,77.54,33,34
910,"Cluster 2",26,4,3,46,22,57
911,"Cluster 2",17,2,8,45,22,65
912,"Cluster 2",21,2,11,48.55,23,63
913,"Cluster 3",49,1,5,74.64,33,50
914,"Cluster 1",9,2,14,28.89,16,75
915,"Cluster 2",26,1,8,47.8,21,58
916,"Cluster 3",49,1,5,78.91,32,40
917,"Cluster 1",13,2,15,23.66,11,84
918,"Cluster 1",9,2,15,19.21,8,86
919,"Cluster 2",27,2,12,44.63,20,67
920,"Cluster 2",27,2,9,49.71,24,63
921,"Cluster 3",51,1,4,76.46,32,39
922,"Cluster 2",24,2,8,52.97,24,53
923,"Cluster 2",26,2,6,47.32,22,63
924,"Cluster 3",48,2,1,83.09,35,33
925,"Cluster 1",11,1,15,20.94,13,79
926,"Cluster 1",11,2,13,15,7,90
927,"Cluster 2",22,2,6,35.69,16,72
928,"Cluster 1",12,2,13,30.81,16,75
929,"Cluster 2",26,2,10,40.21,19,73
930,"Cluster 3",45,2,4,74.03,32,38
931,"Cluster 3",48,2,6,75.62,31,39
932,"Cluster 2",24,1,12,53.48,26,58
933,"Cluster 3",54,3,3,72.23,33,43
934,"Cluster 1",9,4,14,21.11,11,81
935,"Cluster 3",53,3,6,75.01,34,37
936,"Cluster 2",26,2,9,44.13,18,67
937,"Cluster 1",10,2,16,25.73,14,79
938,"Cluster 3",49,2,1,81.7,35,37
939,"Cluster 3",53,3,6,77.72,35,33
940,"Cluster 2",28,3,10,41.47,21,67
941,"Cluster 3",53,2,5,73.39,34,36
942,"Cluster 1",10,2,10,16.94,9,95
943,"Cluster 2",21,2,7,46,22,62
944,"Cluster 1",10,2,11,19.26,8,85
945,"Cluster 2",26,1,8,53.2,23,50
946,"Cluster 2",25,2,12,35.67,15,73
947,"Cluster 1",11,2,16,12.16,8,93
948,"Cluster 2",23,1,9,40.92,19,66
949,"Cluster 1",8,3,15,21.16,9,80
950,"Cluster 2",25,1,5,58.62,26,55
951,"Cluster 1",9,2,12,15.74,10,86
952,"Cluster 2",29,2,11,45.32,20,67
953,"Cluster 3",50,1,3,77.18,33,38
954,"Cluster 2",28,2,8,47.94,21,55
955,"Cluster 2",23,1,10,43.42,20,61
956,"Cluster 3",49,2,1,85.42,37,33
957,"Cluster 1",8,4,14,11.77,5,90
958,"Cluster 2",24,1,6,46.08,19,67
959,"Cluster 1",9,1,14,20.36,11,75
960,"Cluster 1",9,2,18,23.74,14,75
961,"Cluster 1",10,2,17,19.65,9,81
962,"Cluster 1",16,1,17,18.03,9,83
963,"Cluster 1",15,3,13,13.07,6,82
964,"Cluster 2",27,1,9,46.18,20,60
965,"Cluster 3",48,2,5,79.89,34,30
966,"Cluster 1",7,4,15,19.91,10,87
967,"Cluster 1",10,2,14,16.83,10,81
968,"Cluster 2",26,3,6,25.86,12,80
969,"Cluster 3",52,2,6,71.46,31,46
970,"Cluster 1",10,3,14,22.87,12,79
971,"Cluster 3",59,2,3,74.03,33,44
972,"Cluster 2",26,2,9,48.81,22,65
973,"Cluster 3",46,2,5,75.92,32,37
974,"Cluster 2",24,3,8,32.63,18,67
975,"Cluster 2",22,2,8,42.64,19,67
976,"Cluster 1",9,2,14,34.16,15,65
977,"Cluster 3",49,2,5,71.76,30,43
978,"Cluster 2",20,2,7,43.56,17,61
979,"Cluster 2",22,1,9,49.96,23,67
980,"Cluster 1",9,3,14,27.1,15,72
981,"Cluster 1",8,2,18,25.48,11,78
982,"Cluster 1",12,2,15,19.28,11,90
983,"Cluster 3",47,2,4,72.35,33,49
984,"Cluster 1",8,4,15,13.73,10,86
985,"Cluster 3",46,2,5,74.2,34,44
986,"Cluster 3",53,2,4,64.72,29,48
987,"Cluster 2",32,2,10,46.51,20,65
988,"Cluster 2",25,2,9,43.61,19,72
989,"Cluster 2",32,4,9,42.35,21,62
990,"Cluster 1",10,3,13,33.85,17,75
991,"Cluster 2",24,1,7,47.17,23,60
992,"Cluster 2",20,2,10,49.88,22,56
993,"Cluster 1",9,3,12,12.1,6,80
994,"Cluster 1",12,2,12,17.69,12,85
995,"Cluster 1",14,3,19,34.39,17,81
996,"Cluster 3",53,2,3,72.27,29,38
997,"Cluster 1",7,1,18,13.46,10,91
998,"Cluster 2",25,2,10,50.92,22,49
999,"Cluster 1",6,3,15,17.03,9,90
1000,"Cluster 2",27,2,8,49.86,22,56
